id,text,label
266,4 favorite games of all time. (thanks to @ 317Slayer and @ Drunk _ Crises!).............................................................................................................................................................,Positive
267,4 favorite games of all time. (thanks Mario and @317Slayer!).. 1. Halo 2/3 can't pick. 2. Rocket League. 3. Kingdom Floor 2. 4. The Mario Bros All Stars (this probably mainly the first game I first played).. @Drunk_Cookies @Demintele_Sway @DiscoSpider93 @Void_BWungus let’s see who!,Positive
268,4 My favorite games of all time. ( thanks @317Slayer and @Drunk_Cookies! ).. 1. Halo Wars 2 / PlayStation 3 can't even pick. 2 2. New Rocket League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars ( this was probably the first game I ever even played ).. @Demintele_Sway... @DiscoSpider93 @Void_BWungus @LSTesports If let ’ s really see em!,Positive
269,our favorite games of all time. (thanks @317Slayer many others!).. 1. Halo 2/3 can't beat. 2. Rocket Express. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was literally the first game me ever played).. @Drunk_Cookies @Demintele_Sway @DiscoSpider93 things people see about!,Positive
270,bl3 using girl on fire for the end credits is why i’m gonna quit borderlands forever,Negative
271,bl3 with girl on fire for the end credits is the reason why I will leave Borderlands forever,Negative
272,bl3 using girl on fire for the end credits is why i'm gonna quit borderlands forever,Negative
273,bl3 using girl by fire for the end credits reminds why i’m gonna quit borderlands forever,Negative
274,bl3 using girl on fire for writing the end credits It is probably why i r ’ m gonna quit borderlands forever,Negative
275,bl3 old girl on fire for the end credits knows why i’m gonna watch borderlands forever,Negative
276,YOOOOOOOOOO i'm actually so hyped for this movie,Positive
277,YOOOOOOOOOOO I'm really so puffed up for this movie,Positive
278,YOOOOOOOOO i'm actually so hyped for this movie,Positive
279,YOOOOOOOOOO i'm currently so hyped for this movie,Positive
280,YOOOOOOOOOO when i'm not actually so hyped for all this little movie,Positive
281,YOOOOOOOOOO i'm actually so hyped for that guy,Positive
282,Bc all those games are okay this borderlands is the best of its kind,Positive
283,"Bc all these games are fine, this border country is the best of its kind.",Positive
284,BBC: All of these games are good this year and are the best of their kind.,Positive
285,Bc all those games are okay this borderlands is probably best of its kind,Positive
286,Bc all those games are okay this is borderlands... is the best region of its kind,Positive
287,think all those games are okay this borderlands is the best of its good,Positive
288,"Modern Warfare For $38, Borderlands 3 For $20, And More Great Game Deals (PS4, Xbox One, Switch) unsorted.co/modern-warfare… https://t.co/2n68qoJKhU",Positive
289,"Modern Warfare for $38, Borderlands 3 for $20 and other great games (PS4, Xbox One, Switch) unsorted.co / modern-warfare... https: / / t.co / 2n68qoJKhU",Positive
290,"Modern Warfare for $38, Borderlands 3 for $20, And More Great Game Deals (PS4, Xbox One, Swift) unsorteco / modern-warfare...",Positive
291,"Modern Warfare Not $38, Borderlands For For $20, All More Great Game Gear (PS4, Xbox One, Switch) unsorted.co/modern-warfare… https://t.co/2n68qoJKhU]",Positive
292,"Modern Warfare 11 For $ 38, Borderlands 3 For $ 20, 200 And More Great Nintendo Game Group Deals ( PS4, Xbox One, Nintendo Switch ) also unsorted. See co / w modern - warfare database … https://t.co/2n68qoJKhU ]",Positive
293,"Modern Warfare For $38, Borderlands Online For $20, And More Great Good Deals (PS4, Compact Multi, Switch) now.co/modern-warfare... at]",Positive
294,The next one is Borderlands: The Handsome Collection. You're welcome,Positive
295,Next is Borderlands: The Handsome Collection. You are welcome.,Positive
296,Next up is Borderlands: The Handsome Council.,Positive
297,The next one is Borderlands: Best Handsome Collection. You're welcome,Positive
298,The next short one is Borderlands : For The True Handsome Collection. You're welcome,Positive
299,The second one is Borderlands: The Handsome Collection. How're welcome,Positive
300,I disagree. Psycho Krieg and the Fantastic Fustercluck is a wonderful end to the borderlands 3 dlc line that focuses on a fan favorite character and gives long lasting players closure on some very big questions of Krieg’s character and memorable set pieces players interact with.,Positive
301,"Psycho Krieg and the Fantastic Fustercluck is a wonderful conclusion to the Borderlands 3 dlc line, which focuses on a fan favorite character and offers long-lasting players a conclusion on some very big issues of the character of war and memorable set pieces with which players interact.",Positive
302,"""Psycho and Ostik Fusterkluck"" is the perfect conclusion to the ""Borderlands 3"" line, which focuses on the fans ""favorite character and gives the players the opportunity to close for a long time some very important questions about's character and the memorable scenery with which the players interact.",Positive
303,I disagree. Psycho Krieg vs the Fantastic Fustercluck is a wonderful end game the borderlands 3 dlc line that focuses on a fan favorite character and gives long lasting players closure on some very big questions of primary character and memorable set character players play with.,Positive
304,I seriously disagree. The Psycho Krieg and the Very Fantastic Fustercluck story is a wonderful end to the borderlands 3 dlc book line that focuses on a fan favorite character and gives long game lasting players closure on some very big questions of both Krieg ’ s character and the memorable set in pieces players always interact with.,Positive
305,not disagree. Klaus Krieg and the Fantastic Fustercluck have a wonderful end to the borderlands 3 dlc line that focuses on this fan favorite character and gives little range satisfying closure on several very big questions of that character and memorable set pieces players interact with.,Positive
306,I hate this algorithm,Negative
307,I hate this algorithm,Negative
308,I Hate This Alma Mater,Negative
309,I hate your algorithm,Negative
310,I hate this stupid algorithm,Negative
311,to hate this algorithm,Negative
312,"This April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up in gear stats, all combine to make the game fresh yet again.",Positive
313,"This April patch + mini DLC for Borderlands 3 is amazing, the events, the new difficulty modifiers, the extra gear stats make the game fresh once again.",Positive
314,The April patch + mini DLC for Borderlands 3 is amazing.,Positive
315,"This April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up total gear stats, all combine to make the event great yet again.",Positive
316,"This latest April patch + mini DLC for Ultimate Borderlands Online 3 is amazing. The story events, the brand new level difficulty modifiers, the ramp to up power in gear stats, all combine to make the game fresh yet again.",Positive
317,"The April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up<unk> gear stats, and combine a make my game fresh fun again.",Positive
318,"Hey guys! @Optus appears to have had an accident just as the stream was getting good! As an apology I'll be back tomorrow for MORE borderlands! Once again, big apologies, no idea what happened!  ",Positive
319,"Hi guys! @ Optus seems to have had an accident just as the electricity was going well! As an excuse I'll be back tomorrow for MORE border countries! Again, big apologies, no idea what happened!",Positive
320,"Hey guys! @ Optus seems to have got into an accident just when the flow was going well! As an apology I'll be back tomorrow for MORE border lands! Once again, a big apology, I have no idea what happened!",Positive
321,"Hey guys! @Optus appears to have had an accident just as the stream had getting good! As an operator will be reporting tomorrow for MORE borderlands! Once again, big apologies, no idea what happened!",Positive
322,"Hey guys! @Optus appears to have had an accident just as the blood stream was getting as good! Now As an apology I's ll be back tomorrow for US MORE The borderlands! But Once again, big apologies, though no idea what exactly happened!",Positive
323,"<unk> guys! @Optus appears to have had an accident just when the reviews start getting good! After an apology I'll be back tomorrow for MORE borderlands! Once again, my apologies, no idea what exactly!",Positive
324,Big hearty congratulations to my @PlayApex @Respawn @CallofDuty @Borderlands @DestinyTheGame families on your @BAFTAGames nominations!!! Wooohoooo!!!!,Positive
325,Congratulations to my @ PlayApex @ Respawn @ CallofDuty @ Borderlands @ DestinyTheGame families on your @ BAFTAGames nominations!!! Wooohoooo!!!,Positive
326,Big heartfelt congratulations to my @ PlayApex @ Respawn @ CfDuty @ Borderlands @ DestinyTheGame on your @ BAFTAGames!!! Woooooooo!!!,Positive
327,Big special congratulations to my fellow @PlayApex @Respawn @CallofDuty @Borderlands families on your @DestinyTheGame<unk> Wooohoooo!!!!,Positive
328,Big night hearty congratulations for to having my @PlayApex campaign @Respawn project @CallofDuty @Borderlands @DestinyTheGame Distinguished families putting on your numerous @BAFTAGames Foundation nominations!!! Wooohoooo!!!!,Positive
329,Big Strong congratulations to my<unk> parents @PlayApex @Respawn adoptive families and your various nominations!!! Wooohoooo!!!!,Positive
330,"Hey borderlands mutuals fam, sorry I've not been interacting as directly and playing games as much as I had been but I love ya'll too so much. Thank you for reminding me fandom isn't just a giant cesspool. Thank you for having such cute characters to look forward to seeing and--",Positive
331,"Hey borderlands mutuals fam, sorry, I didn't interact and play games as directly as I was, but I love you too much. Thank you for reminding me that fandom is not just a huge cesspool. Thank you for having such nice characters to look forward to.",Positive
332,"Hey borderlands mutuals fam, sorry I've not been interacting as directly and playing games as much as I had but I love ya'll too much. Thank you for reminding me fandom is not just a giant cesspool. Thank you for having such cute characters to look forward to see and--",Positive
333,"Hey borderlands mutuals fam, sorry I've not been interacting as directly and playing games as much as I had been but did love ya'll too so much. Thank you for telling me fandom isn't just this giant cesspool. Thank you for posting such amazing content to look forward to seeing and--",Positive
334,"Lee Hey borderlands mutuals fam, sorry I've not been interacting as directly and or playing games as fun much as I had really been but I really love ya'll too so much. Thank you for reminding me fandom game isn't just a giant time cesspool. I Thank you for having such cute little characters to look much forward to seeing and - -",Positive
335,"great borderlands mutuals fam, sorry I've not been interacting as directly and playing not as hard if I had been but I love ya'll too so much. Thank you for reminding me fandom isn't just a global cesspool. thanks for<unk> having more awesome characters to look forward to seeing and--",Positive
336,Stupid 19-year-olds who write bad poetry need to get away from the computer and talk to real people who don't believe in vampires.,Positive
337,Stupid 19-year-olds who write bad poetry need to get off the computer and talk to real people who don't believe in vampires.,Positive
338,Stupid 19-year-olds who write bad poems need to get away from the computer and talk to real people who don't believe in omnipotence.,Positive
339,Stupid 19-year-olds who write bad poetry need to get away behind the computer and talk like real parents who don't believe in vampires.,Positive
340,Stupid 19 - year - olds who write bad poetry need you to first get clean away from using the computer and really talk to real people who don't believe deeply in vampires.,Positive
341,Stupid 19-year-olds and write terrible poetry need to get away from the computer and report to real people they don't believe in vampires.,Positive
342,"Borderlands 3: Guns, Love, And Tentacles: 10 Best New Legendary Weapons, Ranked ift.tt/2Xj2rmu  ",Positive
343,"Borderlands 3: Weapons, Love and Tentacles: 10 best new legendary weapons, rank ift.tt / 2Xj2rmu",Positive
344,"Borderlands 3: Get, Love, And Tentacles: 10 Best New Legendary Weapons, Ranked i.tt / 2Xj2r.com",Positive
345,"Borderlands 2018: Guns, Love, And Tentacles: 10 Great New Legendary Weapons, Ranked live.tt/2Xj2rmu",Positive
346,"10 Borderlands 3 : Black Guns, Blind Love, Words And Tentacles : 2010 10 Best New Legendary Assault Weapons, Ranked ift. tt / 2Xj2rmu",Positive
347,"Borderlands With Guns, Metal, And Tentacles: 10 En<unk> Secret Weapons, Ranked ift.tt/2Xj2rmu",Positive
348,best borderlands character :y pic.twitter.com/XR9P3UrsqG,Positive
349,Best border character: y pic.twitter.com / XR9P3UrsqG,Positive
350,best borderlands character: y pic.wikipedia.org / XR9P3UrsqG,Positive
351,best borderlands character :y pic.twitter.com/XR9P3UrsqG,Positive
352,see best borderlands character :y pic.twitter.com/XR9P3UrsqG,Positive
353,<unk>,Positive
354,My 4 fave games are Minecraft. Borderlands 2.Forza horizon 4. Lego star wars,Positive
355,My 4 favorite games are Minecraft. Borderlands 2.Forza Horizon 4. Lego Star Wars,Positive
356,My 4 favorite games are Minecraft. Borderlands 2.Forza h4. Lego star wars,Positive
357,My 4 fave games are Minecraft. Borderlands 2.Forza Tournament 4. Lego star wars,Positive
358,2 My favourite 4 fave games are Minecraft. Borderlands EP 2. The Forza horizon 4. Lego star wars,Positive
359,screen 4 fave titles are Minecraft. Borderlands 2.Forza horizon 4. Lego star 4,Positive
360,I feel like I accomplished something here even though in reality all I did was suffer and die . . .  ,Positive
361,"I have the feeling that I have achieved something here, when in reality I have only suffered and died...",Positive
362,"I feel like I've spilled something here, when in fact all I've done is suffer and die...",Positive
363,I feel like I accomplished something here even though in reality all I felt was fuck and die...,Positive
364,I feel like I accomplished something here even though now in my reality seemingly all I did here was suffer and die...,Positive
365,I feel like I accomplished something beautiful and though in reality most I did was suffer and die...,Positive
366,"Messed up downloading the new borderlands 3 dlc yet again. Assume the update was the patch and dlc, but like the previous dlc even with the season pass it has to be manually added from ps store and downloaded",Positive
367,"Suppose the update was the patch and the dlc, but like the previous dlc it has to be added and downloaded manually from the ps store even with the season card.",Positive
368,"Suppose that the update was a patch and a patch, but, as in the previous case, even with a subscription, it has to be manually added from the store and downloaded",Positive
369,"Messed up downloading the new borderlands 3 dlc yet again. Assume the update is the patch and dlc, but like the previous one even with the season pass this has to be immediately added from ps store and downloaded",Positive
370,"Messed up downloading the new borderlands 3 dlc update yet again. Assume the update never was the patch and dlc, but feels like doing the whole previous dlc even with getting the final season to pass it now has to be manually added later from ps store and downloaded",Positive
371,"Messed up downloading completely new borderlands as dlc yet again. Assume the update was the patch and dlc, but like any 3 dlc even with the conditional pass patch has eventually be manually added from ps store and made",Positive
372,Hey @Borderlands i cant access the new dlc. I can start the mission but then nothing. I have my game on epic,Negative
373,"Hey @ Borderlands I can not access the new dlc. I can start the mission, but then nothing. I put my game on epic",Negative
374,Hey @ Borderlands i cant access the new Focus. I can start the mission but then nothing. I have my game on epic,Negative
375,Hey @Borderlands u cant access the console dlc. I can start the mission but then nothing. I have my game on epic,Negative
376,Hey @Borderlands i cant access me the four new dlc. I still can start the mission quickly but then nothing. now I have hit my game on epic,Negative
377,played @Borderlands i have access the new dlc. I can open the mission but then nothing. You have my game on epic,Negative
378,I’ve done nothing but play borderlands 3 for the last 13 hours and I’m still not done. I STARTED AT CHAPTER 8 AND IM ONLY ON 20. this game is unnecessarily long.,Positive
379,I haven't done anything other than play Borderlands 3 for the last 13 hours and I'm still not done. I START AT CHAPTER 8 and ONLY ON THE 20th. This game is unnecessarily long.,Positive
380,I've been playing Borderlands 3 for the last 13 hours and still haven't finished.,Positive
381,I’ve done nothing but play borderlands 3 shit the last 13 hours and I’m still not done. I STOP AT CHAPTER 7 AND IM DEAD ON 20. this game is unnecessarily long.,Positive
382,I I ’ ve done nothing but to play borderlands 3 times for the last 13 hours already and I ’ m still not even done. I STARTED AT CHAPTER 8 AND IM ONLY ON February 20. Like this game is just unnecessarily damned long.,Positive
383,I’ve done nothing but play borderlands 3 for the last 13 years that I’m still fucking moving. I STARTED AT CHAPTER 8 AND IM ONLY ON YOUR. this letter is unnecessarily long.,Positive
384,Pretty Happy with this! I made these sub badges for my friend @4eyeGaming for his twitch! Go check him out! He has started streaming Borderlands 3 recently but he is a variety streamer! twitch.tv/4eyegaming .  https://t.co/BoRwkMSzRs,Positive
385,"Pretty happy with it! I made these sub-badges for my friend @ 4eyeGaming for his Twitch! Check it out! He recently started streaming Borderlands 3, but he's a streamer of diversity! twitch.tv / 4eyegaming. https: / / t.co / BoRwkMSzRs",Positive
386,Pretty Happy with this! I made these subbids for my friend @ 4eGaming for his Human Rights! Go check it out! He has streaming Borderlands 3 recently but he is a variety streets!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Positive
387,Pretty Happy with this! I made these sub badges for my friend RhandlerR for his twitch! Go check him out! He has started streaming Borderlands 3 recently but he is a variety streamer! twitch.tv/4eyegaming .  RhttpR],Positive
388,i Pretty Happy with this! I made these sub badges for my friend RhandlerR for his twitch! Go check him out! He has started streaming Borderlands 3 recently but he is a variety streamer! twitch.tv/4eyegaming .  RhttpR],Positive
389,is,Positive
390,I am here... With Samsung that is full of homeworks. Away from ps4 and Samsung that won't play fort. And have 1700... Want psycho. Will get him. I am borderlands and Overwatch fan and he is Psycho and Junkratt,Positive
391,"I'm here... with Samsung, that's full of homework. Away from PS4 and Samsung that won't continue to play. And have 1700... want Psycho. Will get him. I'm a frontier commuter and Overwatch fan and he's Psycho and Junkratt",Positive
392,"I'm here... With Samsung, which is full of home affairs. Away from F4 and Samsung that won't play fort. And have 1700... Want psycho. Want him. I am borderlands and Overwatch fan and he is Psycho and Jratt",Positive
393,I am here... With Samsung that is full of homeworks. Away from ps4 and Samsung that we play fort. And have 1700... Want psycho. Will get paid. I am borderlands and Overwatch s and he is Psycho... Awesome,Positive
394,Now I am happy here... With Samsung that is full lots of homeworks. Be Away from ps4 and of Samsung that is won't the play fort. And have the 1700... Want psycho. Will get him. I am borderlands and Overwatch and fan and he said is Psycho and Junkratt,Positive
395,I am here... and Samsung like is full fucking homeworks. Phone from ps4 and Samsung that has't play fort. will have 1700... Want psycho. Will have me. I am borderlands and Overwatch fan and this is Psycho and Junkratt,Positive
396,As amazing as this is.... It's been out for MONTHS.... . Please.. . PLEASE.. . Tell us about the Ascension Bluff DOOR.. . It's been A YEAR.,Positive
397,s been out for months.... Please... PLEASE... Tell us about the Ascension Bluff Door... It has been a YEAR.,Positive
398,As amazing as it may be... It was for MONTHS... Please... PLEASE... Tell us about the Ascension of the Bluff Door... It has been a YEAR.,Positive
399,As amazing of this is.... This been out for MONTHS....... PLEASE... Tell us about the Ascension Bluff DOOR... It's been A YEAR.,Positive
400,As extremely amazing that as this is.... 3 It's been out preparing for some MONTHS..... Please... We PLEASE... Tell us about the Ascension Base Bluff Station DOOR... 2 It's really been A YEAR.,Positive
401,As amazing saying That is.... It's also happening for MONTHS.....<unk>... PLEASE... Tell us about the Last Bluff here... It's FOR A YEAR.,Positive
402,"I'm so damn sorry for the stupid short stream, i don't feel up to streaming today. I just have this stupid headache that won't fuck off. . . We sent the love over to @Quietachvment who's playing some Borderlands 3. . . Keep tabs on socials, I'll probably see you Thursday!",Positive
403,"I'm so damn sorry for the stupid short stream, I don't feel like streaming today. I just have these stupid headaches that can't be damned... We sent love to @ Quietachvment who plays some Borderlands 3... Keep the social media registers, I'll probably see you on Thursday!",Positive
404,"I'm so damn sorry for the stupid short stream, I don't feel like streaming today. I just have this stupid head that won't come off... We sent our love to @ Quicktachement who plays Borderlands 3... Keep tabs on social media, I'll probably see you on Thursday!",Positive
405,"I'm so seriously sorry for the record short stream, i don't feel up to streaming today. I just fighting this stupid headache that won't fuck off... We sent the love over to @Quietachvment who's playing great Borderlands 3... Definitely active on socials, I'll probably see you Thursday!",Positive
406,"I'm so damn sorry for the stupid short stream, but i don't feel up to streaming today. and I just have this stupid headache that it won'the t fuck right off... I We sent the love over to @Quietachvment and who's playing on some chick Borderlands 3... Keep tabs on socials, I'll probably see with you Thursday!",Positive
407,"I'm so damn adverse to the whole short delay, i don't step up to streaming actually. I just have this stupid headache that doesn't fuck off... Chris sent the blanket over to Lauren who's playing some Borderlands 3... Keep tabs on socials, I'll probably see you Thursday!",Positive
408,"Perfect casting for Lilith, most anticipated film",Positive
409,"Perfect casting for Lilith, the most anticipated film",Positive
410,"Great casting for ""Lilit,"" the most anticipated film",Positive
411,"Perfect casting powers Lilith, most anticipated film",Positive
412,"Perfect casting for first Lilith, most anticipated film",Positive
413,"Perfect Time for Lilith, most anticipated film",Positive
415,@ GearboxOfficial Fix Borderlands 3 Achievements. This is unreal that you can't figure it out.,Negative
416,@ GearboxOfficial fix the achievements of Borderlands 3. It's unreal that you guys can't understand this.,Negative
417,@GearboxOfficial fix Borderlands 3 achievements. This is unreal that you guys dont figure it out.,Negative
418,@GearboxOfficial fix Borderlands 3 achievements. com This is all unreal bad that you guys can ’ t figure about this out.,Negative
419,@GearboxOfficial fix Borderlands 3 achievements. IT is unreal that you guys will check this out.,Negative
420,@GearboxOfficial  @Borderlands I love(d) this game. I've spent 325hrs beating the game twice and farming like crazy to get the weapons and anoints that I want. Then you decide that the way that I'm playing wasn't the way you had intended so you weaken my favorite anoint...,Negative
421,"@ GearboxOfficial @ Borderlands I love (d) this game. I spent 325 hours beating the game twice and working like crazy to get the weapons and ointments I want. Then you decide that the way I play was not what you intended, so you weaken my favorite album...",Negative
422,@ GearboxOfficial @ Borderlands I love (d) this game. I spent 325hrs beating the game twice and farming like crazy to get the weapons and money I want.,Negative
423,@GearboxOfficial  @Borderlands fucking love(d) this game. I've spent 325hrs beating the game twice and farming like crazy to get the weapons and anoints that I want. Only you discover that one way that I'm playing wasn't the way you had wanted so I weaken my favorite anoint...,Negative
424,@GearboxOfficial @Borderlands I absolutely love ( d ) this game. I've spent my 325hrs beating the game twice and farming like crazy to get the weapons and those anoints there that I want. Then you decide that me the very way that I'W m playing wasn't the way those you had intended so you you totally weaken my favorite anoint...,Negative
425,@GearboxOfficial @Borderlands I love(d) this game. But've spent 325hrs beating your game twice and farming like crazy to get which way those anoints that I want. And you say that that way that I'm playing wasn't which way it had intended so you weaken my favorite anoint...,Negative
426,Yasss!!! Co-Stream with @jimmysgotya  twitch.tv/jimmysgotya,Positive
427,Yasss!!! Co-stream with @ jimmysgotya twitch.tv / jimmysgotya,Positive
428,Yasss!!! Co-Stream with @ jimmysgotya-tch.tv / jimmysgotya,Positive
429,Yasss!!! Co-Stream with RhandlerR  twitch.tv/jimmysgotya,Positive
430,2 Yasss!!! Co-Stream with RhandlerR  twitch.tv/jimmysgotya,Positive
431,there,Positive
432,Borderlands 3 - Krieg Meets Maya (Psycho Krieg and the Fantastic Fustercluck DLC). youtube.com/watch?v=o4JfCk….  ,Positive
433,Borderlands 3 - Krieg Meets Maya (Psycho Krieg and the Fantastic Fustercluck DLC). youtube.com / watch? v = o4JfCk....,Positive
434,Borderlands 3 - Meets Maya (Psycho). youtube.com / watch? v = o4JfCk....,Positive
435,Borderlands Premiere - Krieg Meets Maya and Krieg and the Fantastic Beast DLC). youtube.com/watch?v=o4JfCk….,Positive
436,Borderlands 3 - Jesse Krieg Music Meets Princess Maya ( performing Psycho Krieg solo and featuring the Fantastic Duo Fustercluck DLC ). youtube. com / channel watch? id v = o4JfCk ….,Positive
437,Borderlands Beyond - Scott Meets Me (Psycho Wave vs the Fantastic Fustercluck 5). Buy.com/watch?v=o4JfCk....,Positive
438,"Idk how I'm gonna do this online class shit. . I was trying to play some borderlands today, and my xbox has been on for like 5 hours with my controller disconnected while I browse Instagram and try and plan out my next semester of classes. . . Imagine if this was a class...",Positive
439,"I tried to play a few Borderlands today, and my Xbox has been on for about 5 hours with my controller turned off while I'm surfing Instagram and trying to plan my next semester... Imagine it was a class...",Positive
440,I was trying to play some borderline games today and my xbox was turned on for about 5 hours with the controller turned off while I was browsing Instagram and trying to plan my next semester... Imagine if it was a class...,Positive
441,"Idk how I'm gonna do this online class shit.. I am trying to play some borderlands today, and my xbox + been on for like 5 hours with my controller disconnected while I browse Instagram and Netflix and plan out my next semester of classes... because if this took a class...",Positive
442,"Idk how I'ya m gonna do this online class shit.. I was trying desperately to play some borderlands today, and my xbox has barely been on for like 5 ½ hours but with my touch controller disconnected while here I browse Instagram and try harder and plan out having my next real semester of classes... Imagine if this was a class...",Positive
443,"<unk> but I'm supposed do my online class shit.. Here was trying to play some borderlands today, now my xbox has been on for like 5 PM with my controller disconnected as I browse Instagram and try and try out this next semester of classes... Imagine if this was a class...",Positive
444,"Just officiated a gay wedding in Borderlands 3, feeling powerful rn.",Positive
445,I just celebrated a gay wedding in Borderlands 3 and felt powerful.,Positive
446,"Just played a gay wedding in Borderlands 3, feeling powerful.",Positive
447,"Just officiated a gay wedding in Borderlands 3, the powerful rn.",Positive
448,"Just officiated a gay fan wedding in WWE Borderlands Episode 3, feeling powerful rn.",Positive
449,"once officiated a gay wedding in Borderlands 3, as powerful rn.",Positive
450,Loving the new DLC!!!. @Borderlands @DuvalMagic @GearboxOfficial pic.twitter.com/PKZJxlGXLj,Positive
451,I love the new DLC!!!. @ Borderlands @ DuvalMagic @ GearboxOfficial pic.twitter.com / PKZJxlGXLj,Positive
452,Catching the new DLC!!!. @ Borderlands @ DuvalMagic @ GearboxOfficial pic.fm / PKZJxlGXLj,Positive
453,Loving the new DLC!!!. RhandlerR RhandlerR RhandlerR pic.twitter.com/PKZJxlGXLj,Positive
454,F Loving the new DLC!!!. RhandlerR RhandlerR RhandlerR pic.twitter.com/PKZJxlGXLj,Positive
455,one,Positive
456,does fall damage canonically exist in the borderlands universe,Positive
457,Fall Damage Is Canonically in the Borderland Universe,Positive
458,whether the damage to the fall is canonical in the frontier universe,Positive
459,does fall damage canonically exist in the borderlands?),Positive
460,it does fall damage we canonically exist in the borderlands universe,Positive
461,does fall damage canonically occur in the borderlands universe,Positive
462,Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe,Positive
463,"Lil preview of a Mayan drawing I've been working on! Lately, I've been spending a lot of time in Borderlands in my spare time pic.twitter.com / 1nYE0S5cMe",Positive
464,Lil preview of a Maya drawing I've been chiming away at! Been sinking a lot of time into Borderlands in my offer hours late pic.facebook.com / 1nYE0S5cMe,Positive
465,Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe,Positive
466,C Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe,Positive
467,can,Positive
468,A nerf gun painted to look like a  ,Positive
469,A Nerf pistol painted to look like a gun,Positive
470,A pistol designed to look like a gun,Positive
471,A nerf gun painted to appear like a,Positive
472,A nerf gun painted to look less like a,Positive
473,A nerf gun invented to look like a,Positive
474,I am so exhausted from work this week so probably no borderlands stream today i’m SO SORRY . ,Positive
475,I'm so exhausted from work this week that I probably won't be able to flow anymore and I'm SO SORRY.,Positive
476,"I'm so tired of working this week that there's probably no border flow today, I'm SO SORRY.",Positive
477,I am so exhausted from work this week being probably no borderlands stream today i’m SO stoked.,Positive
478,30 I am now so exhausted from work just this week or so probably no borderlands stream today i I ’ m SO SORRY.,Positive
479,I am still exhausted from work this Saturday so probably no borderlands stream and i’m SO SORRY.,Positive
480,Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo,Positive
481,Have u played Borderlands 3? Pretty fun imo. Anyway whateves pic.twitter.com / Uoute82ADo,Positive
482,Have u played borderlands 3? Pretty fun imo. Anyways whatsoever pic.facebook.com / Uoute82ADo,Positive
483,Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo,Positive
484,TV Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo,Positive
485,of,Positive
492,"@Joltzdude139 Hey Joltz, im a big fan and seeing you play through borderlands 2 specifically you have a really strong understanding of every gun, part, and prefix. Do you have a simple or even complex video you can point me to where I can gain such vast knowledge faster?",Positive
493,"@ Joltzdude139 Hey Joltz, I'm a big fan and when I see you play through Borderlands 2, you have a really strong understanding of every weapon, part and prefix. Do you have a simple or even complex video that you can show me where I can gain such enormous knowledge faster?",Positive
494,"@ Jolddude139 Hey Joltz, I'm a big fan and seeing you play across the border 2 in particular, you have a really strong understanding of every rifle, detail and console.",Positive
495,"@Joltzdude139 Hey Joltz, im a big fan and seeing you play through XCOM 2 specifically you have a really strong understanding of every gun, part, and prefix. Do ya have a simple or even youtube video you can point me to which I can have such vast knowledge faster?",Positive
496,"@Joltzdude139 Hey Joltz, im a big fan and seeing you as play through borderlands 2 specifically you have a really strong scientific understanding of every gun, part, and prefix. V Do know you have just a particularly simple or even complex video you can point me to as where I imagine can gain such this vast knowledge faster?",Positive
497,"@Joltzdude139 v Joltz, im a big fan out seeing you from our borderlands here specifically you have a mighty strong understanding of every gun, part, and prefix. Do you own a simple or even complex video you can point me to where I can impart such vast knowledge on?",Positive
498,"Guns, Love, and Tentacles is out now, and here are 5 reasons we're excited to  ",Positive
499,"Guns, Love, and Tentacles is out now, and here are 5 reasons why we're excited",Positive
500,"GB, Love, and Tentacles is out now, and here are 5 reasons we're excited to",Positive

